Date,D0,Value
2007-03,SARON,2.0453580000000002
2007-03,1TGT,1.98
2007-03,EG3M,2.1
2007-03,1M,2.21833
2007-03,3M0,2.295
2007-03,6M,2.39583
2007-03,12M,2.54
2007-03,3M1,5.35
2007-03,3M2,0.66875
2007-03,3M3,5.61688
2007-03,3M4,3.9273800000000003
2007-04,SARON,2.074223
2007-04,1TGT,2.1
2007-04,EG3M,2.2
2007-04,1M,2.20667
2007-04,3M0,2.35
2007-04,6M,2.47
2007-04,12M,2.64
2007-04,3M1,5.355
2007-04,3M2,0.67438
2007-04,3M3,5.72625
2007-04,3M4,4.01963
2007-05,SARON,2.161737
2007-05,1TGT,2.18
2007-05,EG3M,2.22
2007-05,1M,2.35417
2007-05,3M0,2.47
2007-05,6M,2.6275
2007-05,12M,2.8766700000000003
2007-05,3M1,5.36
2007-05,3M2,0.68938
2007-05,3M3,5.810630000000001
2007-05,3M4,4.1208800000000005
2007-06,SARON,2.572247
2007-06,1TGT,2.56
2007-06,EG3M,2.432
2007-06,1M,2.615
2007-06,3M0,2.7
2007-06,6M,2.83
2007-06,12M,3.05
2007-06,3M1,5.36
2007-06,3M2,0.76
2007-06,3M3,6.00375
2007-06,3M4,4.17438
2007-07,SARON,2.490728
2007-07,1TGT,2.5
2007-07,EG3M,2.476
2007-07,1M,2.56167
2007-07,3M0,2.7075
2007-07,6M,2.82167
2007-07,12M,3.0275
2007-07,3M1,5.3586599999999995
2007-07,3M2,0.78125
2007-07,3M3,6.043130000000001
2007-07,3M4,4.26
2007-08,SARON,2.406693
2007-08,1TGT,2.35
2007-08,EG3M,2.476
2007-08,1M,2.7375
2007-08,3M0,2.89667
2007-08,6M,2.95
2007-08,12M,3.0025
2007-08,3M1,5.62125
2007-08,3M2,0.96875
2007-08,3M3,6.6925
2007-08,3M4,4.7425
2007-09,SARON,2.208246
2007-09,1TGT,2.2
2007-09,EG3M,2.008
2007-09,1M,2.53167
2007-09,3M0,2.785
2007-09,6M,2.8733299999999997
2007-09,12M,2.9958299999999998
2007-09,3M1,5.22875
2007-09,3M2,1.02625
2007-09,3M3,6.30375
2007-09,3M4,4.78688
2007-10,SARON,2.0976630000000003
2007-10,1TGT,2.09
2007-10,EG3M,1.896
2007-10,1M,2.28333
2007-10,3M0,2.75333
2007-10,6M,2.87833
2007-10,12M,2.97917
2007-10,3M1,4.89375
2007-10,3M2,0.89875
2007-10,3M3,6.279380000000001
2007-10,3M4,4.60313
2007-11,SARON,2.133339
2007-11,1TGT,2.06
2007-11,EG3M,2.052
2007-11,1M,2.665
2007-11,3M0,2.745
2007-11,6M,2.80333
2007-11,12M,2.9
2007-11,3M1,5.13125
2007-11,3M2,0.9875
2007-11,3M3,6.60625
2007-11,3M4,4.81125
2007-12,SARON,1.848613
2007-12,1TGT,2.0
2007-12,EG3M,2.044
2007-12,1M,2.42833
2007-12,3M0,2.75667
2007-12,6M,2.865
2007-12,12M,2.97667
2007-12,3M1,4.7025
2007-12,3M2,0.895
2007-12,3M3,5.99375
2007-12,3M4,4.67875
2008-01,SARON,2.219306
2008-01,1TGT,2.38
2008-01,EG3M,2.085
2008-01,1M,2.45833
2008-01,3M0,2.65333
2008-01,6M,2.69333
2008-01,12M,2.72833
2008-01,3M1,3.1118799999999998
2008-01,3M2,0.87375
2008-01,3M3,5.58
2008-01,3M4,4.3775
2008-02,SARON,2.282715
2008-02,1TGT,2.32
2008-02,EG3M,2.104
2008-02,1M,2.61
2008-02,3M0,2.79667
2008-02,6M,2.81333
2008-02,12M,2.86667
2008-02,3M1,3.0575
2008-02,3M2,0.9625
2008-02,3M3,5.73875
2008-02,3M4,4.38813
2008-03,SARON,1.986007
2008-03,1TGT,2.62
2008-03,EG3M,1.585
2008-03,1M,2.71833
2008-03,3M0,2.885
2008-03,6M,2.93833
2008-03,12M,3.0583299999999998
2008-03,3M1,2.68813
2008-03,3M2,0.91375
2008-03,3M3,6.00813
2008-03,3M4,4.7275
2008-04,SARON,1.908659
2008-04,1TGT,1.83
2008-04,EG3M,1.5019999999999998
2008-04,1M,2.40583
2008-04,3M0,2.8083299999999998
2008-04,6M,2.91667
2008-04,12M,3.105
2008-04,3M1,2.85
2008-04,3M2,0.92281
2008-04,3M3,5.83875
2008-04,3M4,4.855630000000001
2008-05,SARON,1.84423
2008-05,1TGT,1.95
2008-05,EG3M,1.485
2008-05,1M,2.36
2008-05,3M0,2.7775
2008-05,6M,2.88917
2008-05,12M,3.1225
2008-05,3M1,2.68063
2008-05,3M2,0.91875
2008-05,3M3,5.86688
2008-05,3M4,4.86
2008-06,SARON,1.96885
2008-06,1TGT,1.82
2008-06,EG3M,1.788
2008-06,1M,2.3566700000000003
2008-06,3M0,2.79
2008-06,6M,2.96667
2008-06,12M,3.26
2008-06,3M1,2.78313
2008-06,3M2,0.93
2008-06,3M3,5.94625
2008-06,3M4,4.949380000000001
2008-07,SARON,1.944861
2008-07,1TGT,1.97
2008-07,EG3M,1.413
2008-07,1M,2.2725
2008-07,3M0,2.75583
2008-07,6M,2.90583
2008-07,12M,3.2
2008-07,3M1,2.79125
2008-07,3M2,0.9025
2008-07,3M3,5.78313
2008-07,3M4,4.9625
2008-08,SARON,2.009543
2008-08,1TGT,1.98
2008-08,EG3M,1.521
2008-08,1M,2.255
2008-08,3M0,2.745
2008-08,6M,2.885
2008-08,12M,3.17333
2008-08,3M1,2.8106299999999997
2008-08,3M2,0.88125
2008-08,3M3,5.7531300000000005
2008-08,3M4,4.95938
2008-09,SARON,1.727097
2008-09,1TGT,1.7
2008-09,EG3M,0.004
2008-09,1M,2.8
2008-09,3M0,2.955
2008-09,6M,3.0383299999999998
2008-09,12M,3.275
2008-09,3M1,4.0525
2008-09,3M2,1.015
2008-09,3M3,6.3
2008-09,3M4,5.27375
2008-10,SARON,0.563365
2008-10,1TGT,0.3
2008-10,EG3M,0.0
2008-10,1M,1.855
2008-10,3M0,2.71833
2008-10,6M,2.85833
2008-10,12M,3.0866700000000002
2008-10,3M1,3.02625
2008-10,3M2,0.94063
2008-10,3M3,5.84125
2008-10,3M4,4.76875
2008-11,SARON,0.042075
2008-11,1TGT,0.05
2008-11,EG3M,0.348
2008-11,1M,0.88
2008-11,3M0,1.255
2008-11,6M,1.44
2008-11,12M,1.67
2008-11,3M1,2.2168799999999997
2008-11,3M2,0.935
2008-11,3M3,3.91
2008-11,3M4,3.85125
2008-12,SARON,0.015174000000000002
2008-12,1TGT,0.01
2008-12,EG3M,0.0
2008-12,1M,0.34
2008-12,3M0,0.66167
2008-12,6M,0.81
2008-12,12M,1.095
2008-12,3M1,1.425
2008-12,3M2,0.8325
2008-12,3M3,2.77
2008-12,3M4,2.89375
2009-01,SARON,0.056527
2009-01,1TGT,0.0
2009-01,EG3M,0.0
2009-01,1M,0.31833
2009-01,3M0,0.52667
2009-01,6M,0.66
2009-01,12M,0.9633299999999999
2009-01,3M1,1.18438
2009-01,3M2,0.6706300000000001
2009-01,3M3,2.1656299999999997
2009-01,3M4,2.09063
2009-02,SARON,0.039689999999999996
2009-02,1TGT,0.0
2009-02,EG3M,0.0
2009-02,1M,0.30167
2009-02,3M0,0.495
2009-02,6M,0.6433300000000001
2009-02,12M,0.9466700000000001
2009-02,3M1,1.2643799999999998
2009-02,3M2,0.6375
2009-02,3M3,2.0493799999999998
2009-02,3M4,1.82813
2009-03,SARON,0.033295
2009-03,1TGT,0.05
2009-03,EG3M,0.0
2009-03,1M,0.23167
2009-03,3M0,0.40333
2009-03,6M,0.53667
2009-03,12M,0.8483299999999999
2009-03,3M1,1.1918799999999998
2009-03,3M2,0.60313
2009-03,3M3,1.64875
2009-03,3M4,1.50625
2009-04,SARON,0.034950999999999996
2009-04,1TGT,0.05
2009-04,EG3M,0.0
2009-04,1M,0.21
2009-04,3M0,0.40333
2009-04,6M,0.53833
2009-04,12M,0.845
2009-04,3M1,1.01625
2009-04,3M2,0.54875
2009-04,3M3,1.4518799999999998
2009-04,3M4,1.36063
2009-05,SARON,0.036679
2009-05,1TGT,0.05
2009-05,EG3M,0.0
2009-05,1M,0.20167000000000002
2009-05,3M0,0.39833
2009-05,6M,0.535
2009-05,12M,0.8433299999999999
2009-05,3M1,0.65625
2009-05,3M2,0.51969
2009-05,3M3,1.27813
2009-05,3M4,1.26875
2009-06,SARON,0.027208
2009-06,1TGT,0.05
2009-06,EG3M,0.0
2009-06,1M,0.195
2009-06,3M0,0.395
2009-06,6M,0.51
2009-06,12M,0.80833
2009-06,3M1,0.595
2009-06,3M2,0.455
2009-06,3M3,1.18625
2009-06,3M4,1.095
2009-07,SARON,0.017123
2009-07,1TGT,0.05
2009-07,EG3M,0.0
2009-07,1M,0.16
2009-07,3M0,0.36
2009-07,6M,0.4725
2009-07,12M,0.77083
2009-07,3M1,0.47938000000000003
2009-07,3M2,0.41313
2009-07,3M3,0.8875
2009-07,3M4,0.86188
2009-08,SARON,0.021637
2009-08,1TGT,0.05
2009-08,EG3M,0.0
2009-08,1M,0.12
2009-08,3M0,0.31667
2009-08,6M,0.42667
2009-08,12M,0.72833
2009-08,3M1,0.3475
2009-08,3M2,0.39063000000000003
2009-08,3M3,0.69
2009-08,3M4,0.79906
2009-09,SARON,0.026466000000000003
2009-09,1TGT,0.05
2009-09,EG3M,0.0
2009-09,1M,0.10082999999999999
2009-09,3M0,0.28833000000000003
2009-09,6M,0.395
2009-09,12M,0.69833
2009-09,3M1,0.28688
2009-09,3M2,0.35125
2009-09,3M3,0.54188
2009-09,3M4,0.7068800000000001
2009-10,SARON,0.044181
2009-10,1TGT,0.05
2009-10,EG3M,0.0
2009-10,1M,0.09333
2009-10,3M0,0.26183
2009-10,6M,0.38167
2009-10,12M,0.68833
2009-10,3M1,0.28063
2009-10,3M2,0.32563000000000003
2009-10,3M3,0.59125
2009-10,3M4,0.67188
2009-11,SARON,0.045714
2009-11,1TGT,0.05
2009-11,EG3M,0.0
2009-11,1M,0.11
2009-11,3M0,0.25
2009-11,6M,0.345
2009-11,12M,0.6483300000000001
2009-11,3M1,0.25656
2009-11,3M2,0.29875
2009-11,3M3,0.61188
2009-11,3M4,0.68
2009-12,SARON,0.042477
2009-12,1TGT,0.05
2009-12,EG3M,0.0
2009-12,1M,0.10667
2009-12,3M0,0.25167
2009-12,6M,0.33833
2009-12,12M,0.6383300000000001
2009-12,3M1,0.25063
2009-12,3M2,0.2775
2009-12,3M3,0.605
2009-12,3M4,0.655
2010-01,SARON,0.030666000000000002
2010-01,1TGT,0.05
2010-01,EG3M,0.0
2010-01,1M,0.1
2010-01,3M0,0.25
2010-01,6M,0.33
2010-01,12M,0.62833
2010-01,3M1,0.24906
2010-01,3M2,0.255
2010-01,3M3,0.61625
2010-01,3M4,0.60875
2010-02,SARON,0.041148000000000004
2010-02,1TGT,0.05
2010-02,EG3M,0.0
2010-02,1M,0.09167
2010-02,3M0,0.25
2010-02,6M,0.31667
2010-02,12M,0.61833
2010-02,3M1,0.25169
2010-02,3M2,0.25313
2010-02,3M3,0.6425
2010-02,3M4,0.60125
2010-03,SARON,0.054595000000000005
2010-03,1TGT,0.05
2010-03,EG3M,0.0
2010-03,1M,0.08582999999999999
2010-03,3M0,0.24666999999999997
2010-03,6M,0.33416999999999997
2010-03,12M,0.6383300000000001
2010-03,3M1,0.2915
2010-03,3M2,0.24188
2010-03,3M3,0.6471899999999999
2010-03,3M4,0.5775
2010-04,SARON,0.028955
2010-04,1TGT,0.05
2010-04,EG3M,0.0
2010-04,1M,0.08417000000000001
2010-04,3M0,0.24583000000000002
2010-04,6M,0.32916999999999996
2010-04,12M,0.63
2010-04,3M1,0.34656
2010-04,3M2,0.24
2010-04,3M3,0.67719
2010-04,3M4,0.6075
2010-05,SARON,0.019407
2010-05,1TGT,0.02
2010-05,EG3M,0.0
2010-05,1M,0.03667
2010-05,3M0,0.10833
2010-05,6M,0.205
2010-05,12M,0.5133300000000001
2010-05,3M1,0.53625
2010-05,3M2,0.24563000000000001
2010-05,3M3,0.71063
2010-05,3M4,0.63313
2010-06,SARON,0.08435
2010-06,1TGT,0.03
2010-06,EG3M,0.0
2010-06,1M,0.06417
2010-06,3M0,0.11167
2010-06,6M,0.21
2010-06,12M,0.49167
2010-06,3M1,0.53394
2010-06,3M2,0.24438000000000001
2010-06,3M3,0.73031
2010-06,3M4,0.70625
2010-07,SARON,0.102504
2010-07,1TGT,0.05
2010-07,EG3M,0.0
2010-07,1M,0.13167
2010-07,3M0,0.17167000000000002
2010-07,6M,0.23167
2010-07,12M,0.50167
2010-07,3M1,0.45375
2010-07,3M2,0.24063
2010-07,3M3,0.74516
2010-07,3M4,0.8325
2010-08,SARON,0.389735
2010-08,1TGT,0.08
2010-08,EG3M,0.158
2010-08,1M,0.12667
2010-08,3M0,0.165
2010-08,6M,0.23167
2010-08,12M,0.50333
2010-08,3M1,0.29563
2010-08,3M2,0.23375
2010-08,3M3,0.72547
2010-08,3M4,0.83
2010-09,SARON,0.150292
2010-09,1TGT,0.08
2010-09,EG3M,0.079
2010-09,1M,0.1425
2010-09,3M0,0.17833
2010-09,6M,0.24166999999999997
2010-09,12M,0.515
2010-09,3M1,0.29
2010-09,3M2,0.21625
2010-09,3M3,0.73225
2010-09,3M4,0.8475
2010-10,SARON,0.078127
2010-10,1TGT,0.05
2010-10,EG3M,0.0
2010-10,1M,0.13167
2010-10,3M0,0.16833
2010-10,6M,0.24
2010-10,12M,0.51667
2010-10,3M1,0.28594
2010-10,3M2,0.19688
2010-10,3M3,0.741
2010-10,3M4,0.98688
2010-11,SARON,0.18045899999999998
2010-11,1TGT,0.04
2010-11,EG3M,0.04
2010-11,1M,0.14332999999999999
2010-11,3M0,0.17167000000000002
2010-11,6M,0.24333000000000002
2010-11,12M,0.52667
2010-11,3M1,0.30030999999999997
2010-11,3M2,0.1875
2010-11,3M3,0.73875
2010-11,3M4,0.9675
2010-12,SARON,0.060097000000000005
2010-12,1TGT,0.04
2010-12,EG3M,0.04
2010-12,1M,0.1425
2010-12,3M0,0.17
2010-12,6M,0.23833000000000001
2010-12,12M,0.51667
2010-12,3M1,0.30280999999999997
2010-12,3M2,0.18813
2010-12,3M3,0.7575
2010-12,3M4,0.93875
2011-01,SARON,0.126106
2011-01,1TGT,0.04
2011-01,EG3M,0.079
2011-01,1M,0.13833
2011-01,3M0,0.17
2011-01,6M,0.24
2011-01,12M,0.52
2011-01,3M1,0.30438000000000004
2011-01,3M2,0.18875
2011-01,3M3,0.77688
2011-01,3M4,1.02375
2011-02,SARON,0.107003
2011-02,1TGT,0.04
2011-02,EG3M,0.079
2011-02,1M,0.13667
2011-02,3M0,0.17
2011-02,6M,0.24333000000000002
2011-02,12M,0.525
2011-02,3M1,0.3095
2011-02,3M2,0.19125
2011-02,3M3,0.8025
2011-02,3M4,1.0475
2011-03,SARON,0.12116500000000001
2011-03,1TGT,0.04
2011-03,EG3M,0.079
2011-03,1M,0.13833
2011-03,3M0,0.18
2011-03,6M,0.25667
2011-03,12M,0.55667
2011-03,3M1,0.303
2011-03,3M2,0.2
2011-03,3M3,0.81813
2011-03,3M4,1.18
2011-04,SARON,0.043242
2011-04,1TGT,0.04
2011-04,EG3M,0.11900000000000001
2011-04,1M,0.14
2011-04,3M0,0.185
2011-04,6M,0.26
2011-04,12M,0.55667
2011-04,3M1,0.273
2011-04,3M2,0.19563
2011-04,3M3,0.8218799999999999
2011-04,3M4,1.345
2011-05,SARON,0.033103
2011-05,1TGT,0.09
2011-05,EG3M,0.08
2011-05,1M,0.12667
2011-05,3M0,0.17583
2011-05,6M,0.24666999999999997
2011-05,12M,0.54167
2011-05,3M1,0.25288
2011-05,3M2,0.19563
2011-05,3M3,0.82625
2011-05,3M4,1.38188
2011-06,SARON,0.092441
2011-06,1TGT,0.09
2011-06,EG3M,0.079
2011-06,1M,0.12833
2011-06,3M0,0.175
2011-06,6M,0.23833000000000001
2011-06,12M,0.53667
2011-06,3M1,0.24575
2011-06,3M2,0.19530999999999998
2011-06,3M3,0.82563
2011-06,3M4,1.49063
2011-07,SARON,0.070344
2011-07,1TGT,0.05
2011-07,EG3M,0.0
2011-07,1M,0.12583
2011-07,3M0,0.175
2011-07,6M,0.24166999999999997
2011-07,12M,0.52867
2011-07,3M1,0.2555
2011-07,3M2,0.19530999999999998
2011-07,3M3,0.83281
2011-07,3M4,1.5568799999999998
2011-08,SARON,-0.010641
2011-08,1TGT,-0.29
2011-08,EG3M,-0.75
2011-08,1M,0.0
2011-08,3M0,0.005
2011-08,6M,0.046669999999999996
2011-08,12M,0.285
2011-08,3M1,0.32721999999999996
2011-08,3M2,0.19313
2011-08,3M3,0.88625
2011-08,3M4,1.48375
2011-09,SARON,0.005974
2011-09,1TGT,0.02
2011-09,EG3M,-0.652
2011-09,1M,0.006670000000000001
2011-09,3M0,0.02333
2011-09,6M,0.06833
2011-09,12M,0.2995
2011-09,3M1,0.37433
2011-09,3M2,0.19413
2011-09,3M3,0.9525
2011-09,3M4,1.495
2011-10,SARON,-0.004159
2011-10,1TGT,0.05
2011-10,EG3M,-0.051
2011-10,1M,0.02333
2011-10,3M0,0.04333
2011-10,6M,0.08917
2011-10,12M,0.30783
2011-10,3M1,0.42944
2011-10,3M2,0.19538
2011-10,3M3,0.98669
2011-10,3M4,1.52688
2011-11,SARON,0.020194999999999998
2011-11,1TGT,0.05
2011-11,EG3M,-0.316
2011-11,1M,0.03167
2011-11,3M0,0.05167000000000001
2011-11,6M,0.09917000000000001
2011-11,12M,0.325
2011-11,3M1,0.52889
2011-11,3M2,0.1975
2011-11,3M3,1.03825
2011-11,3M4,1.40688
2011-12,SARON,0.016569999999999998
2011-12,1TGT,0.07
2011-12,EG3M,-0.47
2011-12,1M,0.03167
2011-12,3M0,0.05167000000000001
2011-12,6M,0.09417
2011-12,12M,0.325
2011-12,3M1,0.581
2011-12,3M2,0.19571
2011-12,3M3,1.08006
2011-12,3M4,1.29214
2012-01,SARON,-0.008688
2012-01,1TGT,0.01
2012-01,EG3M,-0.051
2012-01,1M,0.04583
2012-01,3M0,0.07
2012-01,6M,0.12082999999999999
2012-01,12M,0.34117
2012-01,3M1,0.54235
2012-01,3M2,0.19571
2012-01,3M3,1.083
2012-01,3M4,1.05929
2012-02,SARON,-0.001271
2012-02,1TGT,0.03
2012-02,EG3M,-0.099
2012-02,1M,0.060829999999999995
2012-02,3M0,0.08667000000000001
2012-02,6M,0.14332999999999999
2012-02,12M,0.36283000000000004
2012-02,3M1,0.48425
2012-02,3M2,0.19571
2012-02,3M3,1.0596299999999998
2012-02,3M4,0.89586
2012-03,SARON,0.011791
2012-03,1TGT,0.05
2012-03,EG3M,-0.099
2012-03,1M,0.07667
2012-03,3M0,0.11
2012-03,6M,0.18167
2012-03,12M,0.392
2012-03,3M1,0.46815
2012-03,3M2,0.19571
2012-03,3M3,1.02688
2012-03,3M4,0.68086
2012-04,SARON,-0.014812
2012-04,1TGT,0.02
2012-04,EG3M,-0.158
2012-04,1M,0.075
2012-04,3M0,0.11167
2012-04,6M,0.185
2012-04,12M,0.39283
2012-04,3M1,0.46585
2012-04,3M2,0.19571
2012-04,3M3,1.0125
2012-04,3M4,0.63686
2012-05,SARON,0.016452
2012-05,1TGT,0.0
2012-05,EG3M,-0.62
2012-05,1M,0.04417
2012-05,3M0,0.0975
2012-05,6M,0.17833
2012-05,12M,0.38616999999999996
2012-05,3M1,0.46685
2012-05,3M2,0.19571
2012-05,3M3,0.99313
2012-05,3M4,0.59464
2012-06,SARON,0.027837999999999998
2012-06,1TGT,0.0
2012-06,EG3M,-0.8490000000000001
2012-06,1M,0.038
2012-06,3M0,0.087
2012-06,6M,0.17800000000000002
2012-06,12M,0.382
2012-06,3M1,0.4606
2012-06,3M2,0.19571
2012-06,3M3,0.895
2012-06,3M4,0.55571
2012-07,SARON,-0.054478
2012-07,1TGT,0.0
2012-07,EG3M,-0.616
2012-07,1M,0.02
2012-07,3M0,0.06
2012-07,6M,0.16399999999999998
2012-07,12M,0.3714
2012-07,3M1,0.4426
2012-07,3M2,0.19571
2012-07,3M3,0.74375
2012-07,3M4,0.26179
2012-08,SARON,-0.023549
2012-08,1TGT,-0.05
2012-08,EG3M,-0.35200000000000004
2012-08,1M,0.01
2012-08,3M0,0.046
2012-08,6M,0.158
2012-08,12M,0.3594
2012-08,3M1,0.41825
2012-08,3M2,0.19443
2012-08,3M3,0.68125
2012-08,3M4,0.16785999999999998
2012-09,SARON,0.020861
2012-09,1TGT,0.01
2012-09,EG3M,-0.221
2012-09,1M,0.009000000000000001
2012-09,3M0,0.044000000000000004
2012-09,6M,0.157
2012-09,12M,0.3504
2012-09,3M1,0.3585
2012-09,3M2,0.19157000000000002
2012-09,3M3,0.59688
2012-09,3M4,0.15429
2012-10,SARON,-0.027541000000000003
2012-10,1TGT,0.01
2012-10,EG3M,-0.221
2012-10,1M,0.006
2012-10,3M0,0.032
2012-10,6M,0.127
2012-10,12M,0.326
2012-10,3M1,0.31275
2012-10,3M2,0.18857000000000002
2012-10,3M3,0.5275
2012-10,3M4,0.13285999999999998
2012-11,SARON,0.04
2012-11,1TGT,-0.05
2012-11,EG3M,-0.198
2012-11,1M,0.005
2012-11,3M0,0.03
2012-11,6M,0.11199999999999999
2012-11,12M,0.3084
2012-11,3M1,0.3105
2012-11,3M2,0.18571
2012-11,3M3,0.5225
2012-11,3M4,0.12643
2012-12,SARON,0.032766
2012-12,1TGT,-0.2
2012-12,EG3M,-0.217
2012-12,1M,-0.008
2012-12,3M0,0.012
2012-12,6M,0.069
2012-12,12M,0.2564
2012-12,3M1,0.306
2012-12,3M2,0.17570999999999998
2012-12,3M3,0.515
2012-12,3M4,0.12857000000000002
2013-01,SARON,-0.015288
2013-01,1TGT,-0.15
2013-01,EG3M,-0.087
2013-01,1M,0.003
2013-01,3M0,0.022000000000000002
2013-01,6M,0.0944
2013-01,12M,0.2744
2013-01,3M1,0.298
2013-01,3M2,0.16714
2013-01,3M3,0.51125
2013-01,3M4,0.15214
2013-02,SARON,-0.043871
2013-02,1TGT,-0.2
2013-02,EG3M,-0.10300000000000001
2013-02,1M,-0.001
2013-02,3M0,0.022000000000000002
2013-02,6M,0.0904
2013-02,12M,0.2684
2013-02,3M1,0.2871
2013-02,3M2,0.16143
2013-02,3M3,0.50813
2013-02,3M4,0.13
2013-03,SARON,-0.017292
2013-03,1TGT,-0.1
2013-03,EG3M,-0.12300000000000001
2013-03,1M,-0.001
2013-03,3M0,0.022000000000000002
2013-03,6M,0.0844
2013-03,12M,0.256
2013-03,3M1,0.2826
2013-03,3M2,0.16143
2013-03,3M3,0.50688
2013-03,3M4,0.13071
2013-04,SARON,0.007064
2013-04,1TGT,0.06
2013-04,EG3M,-0.125
2013-04,1M,-0.001
2013-04,3M0,0.02
2013-04,6M,0.0814
2013-04,12M,0.2494
2013-04,3M1,0.2731
2013-04,3M2,0.15571
2013-04,3M3,0.50438
2013-04,3M4,0.12286
2013-05,SARON,-0.024285
2013-05,1TGT,-0.03
2013-05,EG3M,-0.12300000000000001
2013-05,1M,-0.001
2013-05,3M0,0.016
2013-05,6M,0.0804
2013-05,12M,0.2455
2013-05,3M1,0.27525
2013-05,3M2,0.15429
2013-05,3M3,0.50563
2013-05,3M4,0.115
2013-06,SARON,0.008504000000000001
2013-06,1TGT,-0.03
2013-06,EG3M,-0.134
2013-06,1M,-0.003
2013-06,3M0,0.019
2013-06,6M,0.0804
2013-06,12M,0.2464
2013-06,3M1,0.2731
2013-06,3M2,0.15642999999999999
2013-06,3M3,0.5103800000000001
2013-06,3M4,0.14714000000000002
2013-07,SARON,-0.0039770000000000005
2013-07,1TGT,0.01
2013-07,EG3M,-0.096
2013-07,1M,-0.003
2013-07,3M0,0.018000000000000002
2013-07,6M,0.078
2013-07,12M,0.2434
2013-07,3M1,0.2656
2013-07,3M2,0.15571
2013-07,3M3,0.50856
2013-07,3M4,0.15214
2013-08,SARON,0.011491
2013-08,1TGT,-0.2
2013-08,EG3M,-0.044000000000000004
2013-08,1M,-0.003
2013-08,3M0,0.018000000000000002
2013-08,6M,0.0764
2013-08,12M,0.2404
2013-08,3M1,0.2595
2013-08,3M2,0.15357
2013-08,3M3,0.515
2013-08,3M4,0.15357
2013-09,SARON,-0.000563
2013-09,1TGT,-0.05
2013-09,EG3M,-0.08199999999999999
2013-09,1M,-0.003
2013-09,3M0,0.022000000000000002
2013-09,6M,0.0794
2013-09,12M,0.2364
2013-09,3M1,0.24885
2013-09,3M2,0.15429
2013-09,3M3,0.5175
2013-09,3M4,0.15929000000000001
2013-10,SARON,-0.016721
2013-10,1TGT,-0.15
2013-10,EG3M,-0.095
2013-10,1M,-0.005
2013-10,3M0,0.019
2013-10,6M,0.076
2013-10,12M,0.221
2013-10,3M1,0.242
2013-10,3M2,0.14286
2013-10,3M3,0.51375
2013-10,3M4,0.17570999999999998
2013-11,SARON,-0.033343
2013-11,1TGT,-0.08
2013-11,EG3M,-0.10300000000000001
2013-11,1M,-0.006999999999999999
2013-11,3M0,0.015
2013-11,6M,0.0694
2013-11,12M,0.2024
2013-11,3M1,0.2391
2013-11,3M2,0.14357
2013-11,3M3,0.5221899999999999
2013-11,3M4,0.19
2013-12,SARON,0.08931499999999999
2013-12,1TGT,0.01
2013-12,EG3M,-0.08
2013-12,1M,-0.005
2013-12,3M0,0.023
2013-12,6M,0.0794
2013-12,12M,0.2114
2013-12,3M1,0.2461
2013-12,3M2,0.14786
2013-12,3M3,0.52531
2013-12,3M4,0.26571
2014-01,SARON,-0.013911000000000001
2014-01,1TGT,-0.12
2014-01,EG3M,-0.09
2014-01,1M,-0.006
2014-01,3M0,0.018000000000000002
2014-01,6M,0.0804
2014-01,12M,0.1904
2014-01,3M1,0.2366
2014-01,3M2,0.14071
2014-01,3M3,0.52125
2014-01,3M4,0.26286
2014-02,SARON,-0.031426
2014-02,1TGT,-0.15
2014-02,EG3M,-0.102
2014-02,1M,-0.006999999999999999
2014-02,3M0,0.022000000000000002
2014-02,6M,0.077
2014-02,12M,0.2024
2014-02,3M1,0.23565
2014-02,3M2,0.14
2014-02,3M3,0.52188
2014-02,3M4,0.26143
2014-03,SARON,-0.002393
2014-03,1TGT,-0.15
2014-03,EG3M,-0.10300000000000001
2014-03,1M,-0.006999999999999999
2014-03,3M0,0.022000000000000002
2014-03,6M,0.0744
2014-03,12M,0.1944
2014-03,3M1,0.2306
2014-03,3M2,0.13643
2014-03,3M3,0.5221899999999999
2014-03,3M4,0.28143
2014-04,SARON,-0.044681
2014-04,1TGT,-0.15
2014-04,EG3M,-0.092
2014-04,1M,-0.006999999999999999
2014-04,3M0,0.017
2014-04,6M,0.0764
2014-04,12M,0.2014
2014-04,3M1,0.22335
2014-04,3M2,0.135
2014-04,3M3,0.5270600000000001
2014-04,3M4,0.30785999999999997
2014-05,SARON,-0.029401999999999998
2014-05,1TGT,-0.16
2014-05,EG3M,-0.10800000000000001
2014-05,1M,-0.008
2014-05,3M0,0.012
2014-05,6M,0.0644
2014-05,12M,0.1804
2014-05,3M1,0.2274
2014-05,3M2,0.135
2014-05,3M3,0.53063
2014-05,3M4,0.28714
2014-06,SARON,-0.051005
2014-06,1TGT,-0.15
2014-06,EG3M,-0.134
2014-06,1M,-0.002
2014-06,3M0,0.008
2014-06,6M,0.0714
2014-06,12M,0.1894
2014-06,3M1,0.2307
2014-06,3M2,0.13285999999999998
2014-06,3M3,0.5525
2014-06,3M4,0.17570999999999998
2014-07,SARON,-0.034751
2014-07,1TGT,-0.15
2014-07,EG3M,-0.127
2014-07,1M,0.001
2014-07,3M0,0.018000000000000002
2014-07,6M,0.0764
2014-07,12M,0.2014
2014-07,3M1,0.2391
2014-07,3M2,0.13
2014-07,3M3,0.5596300000000001
2014-07,3M4,0.17714000000000002
2014-08,SARON,0.003633
